Date,Open,High,Low,Close,Adj Close,Volume
27-04-2018,140.382416,140.774384,139.254303,140.038239,109.926315,3352953
30-04-2018,140.401535,140.898666,138.585083,138.585083,108.785622,4618613
01-05-2018,138.288712,138.642441,137.160614,138.623322,108.815659,4637336
02-05-2018,138.107071,138.451248,135.822174,136.185471,106.902,5433865
03-05-2018,135.879547,135.975143,133.747604,135.745697,106.55677,5249456
04-05-2018,134.894836,138.001907,134.110901,137.581268,107.997658,4604701
07-05-2018,137.667297,137.973236,136.367111,136.9216,107.479843,3825222
08-05-2018,136.711288,137.198853,135.812622,136.711288,107.314751,5616079
09-05-2018,135.659653,136.730408,135.066925,136.338425,108.210114,4389016
10-05-2018,136.854691,137.982788,136.72084,137.896744,109.44693,3898024
11-05-2018,137.772461,138.479919,137.265778,137.801147,109.371033,3214567
14-05-2018,138.116638,138.738052,137.801147,137.954117,109.492439,3364041
15-05-2018,137.189301,137.657745,136.634796,137.418732,109.067543,4277512
16-05-2018,137.380493,138.652008,136.969406,138.269592,109.742851,3314460
17-05-2018,138.145309,138.804977,137.447418,138.145309,109.644211,3292494
18-05-2018,138.116638,138.565964,137.657745,137.74379,109.325508,2805581
21-05-2018,138.575531,139.617584,138.317398,139.091782,110.395378,3027856
22-05-2018,139.120453,139.770554,138.623322,138.709366,110.091881,2389064
23-05-2018,138.001907,138.336517,137.170166,138.307846,109.773201,3618846
24-05-2018,138.040146,138.12619,136.663483,137.734222,109.317902,3555040
25-05-2018,137.571701,138.212234,137.151047,137.323135,108.991638,5140358
29-05-2018,136.261948,136.606125,134.043976,135.009567,107.155388,4746330
30-05-2018,135.659653,136.806885,135.583176,136.347992,108.217697,5353951
31-05-2018,136.529633,136.529633,134.847031,135.095596,107.223656,7144494
01-06-2018,136.166351,136.558319,135.391968,135.707458,107.709305,4034945
04-06-2018,136.042068,136.87381,135.927338,136.749527,108.536369,3174924
05-06-2018,136.759079,137.74379,136.749527,137.380493,109.03717,2966456
06-06-2018,137.992355,138.355637,137.227539,138.346085,109.803535,3368225
07-06-2018,138.623322,140.248566,138.556412,138.967499,110.296753,4515059
08-06-2018,138.623322,139.990433,138.021027,139.713196,110.888588,5450183
11-06-2018,140.172089,140.927338,139.713196,140.13385,111.222481,3409960
12-06-2018,140.630981,141.032501,140.172089,140.411087,111.442497,2761963
13-06-2018,140.33461,140.984711,139.770554,139.913956,111.047951,3104737
14-06-2018,140.20076,140.516251,138.709366,138.814529,110.175339,3479310
15-06-2018,138.527725,139.072662,137.380493,138.99617,110.319519,9535336
18-06-2018,137.839386,138.164429,136.845123,138.12619,109.629013,4483574
19-06-2018,136.826004,137.877625,136.663483,137.571701,109.188927,3647402
20-06-2018,137.877625,138.164429,136.147232,136.357559,108.225258,3483075
21-06-2018,136.319305,136.845123,134.636703,135.038239,107.178146,4066534
22-06-2018,135.411087,135.573608,134.588913,135.066925,107.200912,5869420
25-06-2018,134.225616,134.225616,132.198853,132.686417,105.311546,9348207
26-06-2018,133.231354,133.699814,132.246658,132.963669,105.531578,4329917
27-06-2018,132.992355,133.632889,131.40535,131.434036,104.317543,4290483
28-06-2018,132.026764,134.359467,131.883362,133.881454,106.260017,4731790
29-06-2018,134.149139,135.143402,133.470367,133.556412,106.002068,3880765
02-07-2018,132.198853,134.053543,132.122375,133.709366,106.123436,3562048
03-07-2018,134.46463,134.741867,133.240921,133.432129,105.903397,2053507
05-07-2018,134.302109,135.210327,133.776291,135.210327,107.314751,3916956
06-07-2018,135.305923,136.653915,134.961761,136.214142,108.11145,2980054
09-07-2018,136.319305,138.355637,136.20459,138.040146,109.560715,4084316
10-07-2018,138.154877,139.187378,137.915863,138.346085,109.803535,3950742
11-07-2018,137.667297,139.761002,137.667297,138.565964,109.978058,3688824
12-07-2018,139.435944,140.372849,139.33078,140.009567,111.12384,3262997
13-07-2018,140.009567,140.516251,139.388138,139.483749,110.706505,3203480
16-07-2018,139.263855,139.378586,137.868073,139.063095,110.37262,3628365
17-07-2018,138.384323,138.623322,137.036331,137.179733,108.877831,5331148
18-07-2018,137.198853,138.432129,136.462708,138.164429,109.659378,7254324
19-07-2018,141.347992,143.919693,140.774384,142.676865,113.240829,15329967
20-07-2018,142.045883,142.313583,139.827911,139.913956,111.047951,6709672
23-07-2018,139.913956,140.248566,138.632889,139.292542,110.554726,4077203
24-07-2018,140.248566,140.573608,139.502869,139.942642,111.070694,4070614
25-07-2018,139.588913,140.20076,139.101334,140.172089,111.252808,3797921
26-07-2018,140.946457,142.705551,140.181641,140.258133,111.321114,4997788
27-07-2018,140.430206,140.66922,138.298279,138.766724,110.137398,3921768
30-07-2018,138.432129,139.808792,138.326965,139.091782,110.395378,3774177
31-07-2018,139.33078,139.388138,137.820267,138.556412,109.97049,5726013
01-08-2018,138.393875,138.804977,137.036331,137.189301,108.885429,3544266
02-08-2018,136.577438,137.05545,136.07074,136.673035,108.475685,4018104
03-08-2018,136.94072,141.414917,136.711288,141.20459,112.072289,8424066
06-08-2018,140.487579,140.726578,139.168259,139.608032,110.805122,4093730
07-08-2018,140.20076,141.147232,139.913956,140.544937,111.548759,3670205
08-08-2018,140.850861,140.946457,139.808792,140.430206,111.45768,3745831
09-08-2018,139.13002,139.521988,138.365204,138.403442,111.035843,3235801
10-08-2018,138.145309,138.690247,137.552582,138.12619,110.813423,3141243
13-08-2018,137.810699,137.954117,136.261948,136.434036,109.455849,2989991
14-08-2018,136.711288,137.495224,136.644363,137.05545,109.954384,2991560
15-08-2018,136.281067,137.667297,135.755264,137.581268,110.376259,4436609
16-08-2018,138.021027,139.273422,138.021027,138.94838,111.473038,5492232
17-08-2018,138.422562,139.952194,138.326965,139.636703,112.025246,2801816
20-08-2018,139.933075,140.688339,139.722748,140.066925,112.370392,2614686
21-08-2018,140.53537,140.650101,139.474182,139.550674,111.956215,3249817
22-08-2018,139.588913,139.732315,138.804977,138.852768,111.396332,2498894
23-08-2018,138.661575,139.120453,138.384323,138.977051,111.496048,2322538
24-08-2018,139.063095,139.66539,138.499039,139.617584,112.009911,2904324
27-08-2018,140.478012,141.128113,140.076477,140.238998,112.508446,3652214
28-08-2018,140.487579,140.525818,139.761002,140.143402,112.431755,2568244
29-08-2018,140.411087,141.424469,140.152969,141.05162,113.160378,3298875
30-08-2018,140.564056,140.822174,138.862335,139.512421,111.92556,3494058
31-08-2018,139.311661,140.325043,139.139572,140.038239,112.347397,3648971
04-09-2018,139.560226,139.761002,138.441681,139.273422,111.733803,3479205
05-09-2018,138.804977,140.296371,138.671127,140.210327,112.485443,3270319
06-09-2018,140.420654,141.166351,139.139572,139.952194,112.278358,4444245
07-09-2018,139.521988,140.057358,138.738052,139.053543,111.557404,4908983
10-09-2018,140.152969,140.822174,139.158707,139.244736,111.710815,3784742
11-09-2018,139.579346,140.525818,138.862335,140.047806,112.35508,3529936
12-09-2018,139.933075,141.472275,139.608032,140.124283,112.41642,4714008
13-09-2018,140.86998,142.447418,140.650101,142.399612,114.241829,5592439
14-09-2018,142.304016,142.734222,141.281067,141.806885,113.766312,3610897
17-09-2018,141.912048,142.514343,141.271515,141.434036,113.467178,3715287
18-09-2018,141.261948,142.437866,140.984711,142.026764,113.942719,3796352
19-09-2018,142.093689,143.365204,141.711288,142.504776,114.326172,4441525
20-09-2018,143.001907,144.722748,142.868073,144.502869,115.929192,6226001
21-09-2018,144.818359,145.889099,144.110901,144.694077,116.082581,20865085
24-09-2018,144.455063,144.550674,142.887192,143.432129,115.070175,4461190
25-09-2018,143.317398,143.79541,141.835571,142.361374,114.211136,4599785
26-09-2018,145.697891,146.606125,144.684509,144.942642,116.28199,7742387
27-09-2018,145.325043,145.688339,144.512421,144.837479,116.197624,3637570
28-09-2018,144.512421,144.961761,144.158707,144.560226,115.975204,3457867
01-10-2018,145.038239,146.673035,145.038239,146.271515,117.348083,3930240
02-10-2018,146.261948,147.07457,145.793503,146.988525,117.923347,3169275
03-10-2018,147.227539,147.571701,146.080307,146.481842,117.516861,3467804
04-10-2018,145.019119,146.080307,143.747604,144.655838,116.05191,4432843
05-10-2018,144.263855,145.114716,141.367111,142.476105,114.303192,4813901
08-10-2018,141.969406,142.514343,140.707458,141.864243,113.812309,3388308
09-10-2018,141.567871,141.835571,140.468445,140.764816,112.930298,3809950
10-10-2018,141.013382,141.195023,136.233276,136.414917,109.440514,5802894
11-10-2018,136.347992,137.848953,132.676865,132.906311,106.625725,9111183
12-10-2018,134.913956,135.315491,132.963669,134.655838,108.029282,6865316
15-10-2018,134.206497,136.00383,133.977051,134.923523,108.244049,5193913
16-10-2018,136.644363,139.053543,135.353729,138.738052,111.304283,9095493
17-10-2018,129.913956,131.118546,127.552582,128.154877,102.81382,20359344
18-10-2018,126.892921,127.533463,124.32122,124.808792,100.129379,10472238
19-10-2018,124.904396,126.089867,122.332695,123.422562,99.017265,8150014
22-10-2018,123.881454,124.703636,122.753349,124.302101,99.722878,5982597
23-10-2018,123.346077,126.099426,122.762909,125.439774,100.635567,6760926
24-10-2018,125.401527,125.898659,121.414917,121.615677,97.567657,5972974
25-10-2018,121.653923,122.170174,119.636711,120.889099,96.984756,10778298
26-10-2018,119.703636,120.248566,118.2696,119.302101,95.711571,9170282
29-10-2018,114.091782,118.499046,113.097511,114.378586,91.761604,21391118
30-10-2018,115.181641,116.156792,110.086044,110.32505,88.509613,22445696
31-10-2018,111.367111,111.376671,109.072655,110.353729,88.532631,22640670
01-11-2018,110.420647,111.854683,110.047798,111.692162,89.606407,14253528
02-11-2018,112.342255,112.571701,109.502869,110.583176,88.716705,11079964
05-11-2018,110.994263,115.458893,110.898659,114.780113,92.083763,9565252
06-11-2018,115.391968,118.365204,115.019119,117.705544,94.430695,10038880
07-11-2018,118.346077,119.560226,116.950287,119.349907,95.749908,12952304
08-11-2018,117.265778,118.929253,117.237091,117.954109,95.835358,10874634
09-11-2018,118.173996,119.091782,116.596558,118.107079,95.959641,7282043
12-11-2018,118.068832,118.135757,115.34417,115.583176,93.909019,5626539
13-11-2018,115.86042,116.873802,114.627151,115.52581,93.862396,4272282
14-11-2018,115.783936,116.567879,114.502869,114.913956,93.365288,4981366
15-11-2018,114.397705,116.099426,114.254303,116.099426,94.328468,5447463
16-11-2018,115.573616,116.491394,115.239006,116.223709,94.429436,4263810
19-11-2018,116.281075,116.806885,114.502869,115.019119,93.450745,4321235
20-11-2018,113.27916,114.235184,111.567879,112.045891,91.035034,6520555
21-11-2018,112.437859,114.254303,112.227531,113.355644,92.099205,5581247
23-11-2018,112.896751,113.135757,111.768639,112.036331,91.027283,2442096
26-11-2018,113.164436,114.961761,112.868073,114.302101,92.868172,5241611
27-11-2018,113.173996,114.760994,113.164436,114.751434,93.233253,5129375
28-11-2018,115.688339,117.676865,114.933075,117.59082,95.540176,5339307
29-11-2018,117.05545,117.705544,116.061188,116.137665,94.359543,5439305
30-11-2018,116.309753,119.206497,116.137665,118.80497,96.526665,7585174
03-12-2018,120.143402,121.022942,118.891014,119.799232,97.334473,6115334
04-12-2018,119.015297,119.426384,115.994263,116.252388,94.452744,6276732
06-12-2018,114.45507,118.4608,114.053535,118.4608,96.24704,7257148
07-12-2018,118.451241,118.594643,113.642448,114.091782,92.697281,7342502
10-12-2018,114.47419,116.328873,113.307838,115.803062,94.087677,6850777
11-12-2018,117.829826,118.365204,114.722755,115.573616,93.90126,5275083
12-12-2018,117.122368,117.476097,115.67878,115.831741,94.110992,3724283
13-12-2018,115.927345,116.434036,114.885277,115.420647,93.776978,4177306
14-12-2018,114.244743,115.783936,114.187378,114.627151,93.132271,4763693
17-12-2018,113.833649,114.512428,110.00956,110.994263,90.180618,7713727
18-12-2018,111.759079,113.030594,110.917786,111.520073,90.607834,6579549
19-12-2018,111.998085,114.980881,110.86998,111.309753,90.436943,7300871
20-12-2018,110.611855,111.328873,106.787766,108.049713,87.788239,8843302
21-12-2018,107.552582,110.210327,105.583176,106.061188,86.172592,10864279
24-12-2018,105.066925,106.118546,102.772469,102.839386,83.554955,3997184
26-12-2018,103.250481,106.491394,101.281075,106.491394,86.522118,6951507
27-12-2018,105.152962,108.776291,104.65583,108.776291,88.378563,6323698
28-12-2018,109.196938,109.751434,107.552582,108.059273,87.79599,5352905
29-12-2018,109.196938,109.751434,107.552582,108.059273,87.79599,5352905
30-12-2018,109.196938,109.751434,107.552582,108.059273,87.79599,5352905
